9.500040000000000873e+03 5.403532368196148905e-01
9.500540000000000873e+03 5.669730162684295527e-01
9.501030000000000655e+03 5.465123437664332062e-01
9.501530000000000655e+03 6.103124187936096456e-01
9.502030000000000655e+03 5.691010587331777337e-01
9.502540000000000873e+03 5.328020120686582928e-01
9.503040000000000873e+03 5.872971479962890706e-01
9.503530000000000655e+03 6.113115818048331374e-01
9.504030000000000655e+03 5.327154373257655395e-01
9.504530000000000655e+03 5.459543083569858846e-01
9.505030000000000655e+03 6.203402039112548838e-01
9.505530000000000655e+03 5.409136849823378279e-01
9.506030000000000655e+03 5.191605553190782318e-01
9.506530000000000655e+03 5.215380412842185454e-01
9.507030000000000655e+03 5.630474208340094933e-01
9.507530000000000655e+03 5.871840090613269503e-01
9.508030000000000655e+03 5.556973108750996593e-01
9.508530000000000655e+03 5.109118606639473370e-01
9.509030000000000655e+03 5.586971783260982205e-01
9.509530000000000655e+03 5.424394111119347217e-01
9.510030000000000655e+03 5.145726105068095801e-01
9.510530000000000655e+03 4.967026178919160539e-01
9.511030000000000655e+03 5.056323501581372337e-01
9.511530000000000655e+03 5.663747623997084091e-01
9.512030000000000655e+03 5.044811820772832078e-01
9.512530000000000655e+03 5.034925697863839034e-01
9.513030000000000655e+03 5.130566820442732379e-01
9.513530000000000655e+03 4.984770712461833453e-01
9.514030000000000655e+03 5.617981527830917532e-01
9.514520000000000437e+03 4.854575283187332890e-01
9.515030000000000655e+03 5.742308709507315534e-01
9.515530000000000655e+03 5.458500771006150609e-01
9.516030000000000655e+03 5.291635723585172979e-01
9.516520000000000437e+03 5.702194691491810907e-01
9.517030000000000655e+03 4.867724313608749465e-01
9.517530000000000655e+03 5.446829845735957631e-01
9.518030000000000655e+03 5.069485110829956565e-01
9.518520000000000437e+03 5.539239438037359964e-01
9.519030000000000655e+03 4.652904595257620901e-01
9.519530000000000655e+03 5.366003208263246949e-01
9.520030000000000655e+03 4.725154273364754465e-01
9.520540000000000873e+03 5.137058140295248654e-01
9.521030000000000655e+03 5.170071863061769246e-01
9.521530000000000655e+03 4.761000554935628792e-01
9.522030000000000655e+03 4.844003480622803282e-01
9.522530000000000655e+03 4.760353355464306824e-01
9.523030000000000655e+03 4.789769608073195517e-01
9.523530000000000655e+03 5.038976545047413325e-01
9.524030000000000655e+03 5.051302713847701797e-01
9.524530000000000655e+03 4.168676818282800456e-01
9.525030000000000655e+03 4.115705115733616082e-01
9.525530000000000655e+03 4.324590037361530914e-01
